Word	Frequency
[y1]?	1
[y1]???	1
[y1][f]	1
[y2	12
[y23]	3
[y2]	136
[y2]>>>	3
[y2]?	5
[y2]?????	1
[y2][cm]	1
[y2i2]	1
[y3	13
[y3!!]	1
[y345]	1
[y34]	2
[y3]	114
[y3]+g3	1
[y3]>>	1
[y3]>>>	3
[y3]?	7
[y3]???	1
[y3][f]	1
[y4	11
[y45]	2
[y4]	92
[y4]!	1
[y4]...	1
[y4]?	5
[y4]??	1
[y5	6
[y5]	26
[y5]?	1
[y5]???	1
[y5][kt]	1
[y]	34
[y]?	4
[y]??	1
[y]ellow	1
[y]es	1
[y]olo	2
[yb3]	1
[yb]	2
[ybia]	1
[yg4]	1
[yg]	2
[ygb]	1
[yiw]	1
[yo3]	1
[yolo]	1
[yp4]	1
[yp5]	2
[yr]	1
[ys	1
[🦆]?	1
\	5
"\""dda\"""	1
"\""is"	1
"\""it's"	1
\\	1
\\\\	1
\\_o_/	1
\\n2	1
\\o	4
\\o/	531
\\o/?	3
\\o\\	10
\\ô/	3
\\ö/	36
\\ö\\	1
\o/	2
]	8
][cm]	1
^	9
^^	54
^^'	1
^^')	1
^^;	4
^^;;	15
^^;;;	10
^^;;;;	4
^^;;;;;	1
^^;;;;;;;;	1
^^;;;;;;;;;;;;;	1
^^g	1
_	1
_>	1
_also_	2
_at	1
_automatish	1
_could_	1
_do_	1
_especially_	1
_great_	1
_kind	1
_kinda_	1
_maybe_	1
_probably_	5
_should_	2
_slightly_	1
_so_	1
_some_	2
_still_	1
_surely_	1
_think_	4
_trash	1
_were_	1
`shout`	1
a	7596
a's	2
a)	4
a+	2
a+p2	1
a+y1	2
a....rank	1
a....upbf?	1
a...1?	1
a...[m4]?	1
a...burn	1
a...lhs?	1
a...null	1
a...reverse	1
a/b	2
a/b/r3	1
a/b2	1
a/b?	2
a/g	4
a/g/y	1
a/i	1
a/k/y	1
a/p?	1
a/playable	1
a1	134
a1---	2
a1/a4???	1
a1/b3	2
a1/unplayable	1
a123	2
a13	1
a1:	1
a1]	1
a1r34	1
a2	249
a2/	1
a2/b2	1
a2/y2	1
a23	3
a234	1
a2345	1
a24	3
a245	1
a25	1
a2]	1
a2e	5
a2y2	1
a3	319
a3+4??	1
a3->	1
a3/	2
a3/4	2
a3/i3	1
a3/p3	1
a3/playable	1
a34	11
a345	2
a3>	1
a3]	1
a3e	16
a4	297
a4->	1
a4/	2
a4/b4	1
a4/dupe	1
a4/o4	1
a4/y4	1
a45	3
a4>	2
a4]	1
a4b4	1
a4e	17
a4ish	1
a5	131
a5->	6
a5/lpayable	1
a5>	3
a5e	3
a:	24
a:5	1
a;	1
a[4]?	1
a[f]	1
a]	7
aaaa	1
aaaaaa	2
aaaaaaaaaaa	1
aaaaaaaaaaaaaaa	2
aaaaaaaaaaaaaaaaaaaaaaaaaa	1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1
aaaaaaaaaaaaarg	1
aaaaaaahhhhh	1
aaaaaahhhh	1
aaaaaahhhhhh	1
aaaaaand	1
aaaaah	4
aaaaahh	1
aaaaahhhh	1
aaaaahhhhh	3
aaaaahhhhhh	1
aaaah	10
aaaahhh	3
aaaahhhh	3
aaaahhhhh	2
aaaand	3
aaaayyyyy	1
aaah	8
aaahh	1
aaahhh	3
aaahhhh	2
aaand	5
aah	7
aahh	1
aahhh	2
aand	1
aaron	1
aarrrrggghhhhh	1
aay	1
ab	16
ab4	3
ab[4]	1
abandon	2
abd	1
abg	1
abgm	1
abi	16
abi:	1
abide	1
abiding	1
ability	2
abject	1
abk	1
able	27
abnormal	1
abort	4
abort:	1
abortabort	1
aborted	1
aborting	1
about	582
above	4
absolute	11
absolutely	22
absoultley	1
abstain	1
absurd	5
absurdity	1
absurdly	1
abuse	3
abusing	1
aby	2
accel	1
accept	4
acceptable	3
accepting	1
access	1
accident	3
accidental	47
accidentally	15
accidential	2
accomplish	1
accomplishes	1
according	16
account	4
accounted	1
accounting	1
aces	1
aches	1
across	5
act	1
acting	2
action	7
actions	1
activated	1
actively	2
actual	31
actuall	1
actuallly	2
actually	541
actutally	1
ad	1
adam	1
adcm	1
add	3
adding	1
addition	2
additional	2
adhd	1
adios	5
adjust	1
adorable	1
adrone	220
adrone's	20
adrone)	1
adrone;	1
adrones	9
advance	2
advanced	1
advantage	3
adventure	1
adventurous	2
advice	1
ae	1
aesoph	1
af	298
af/[cm]	3
af?cm?	1
afaik	2
afeared	1
affe	1
affect	1
affected	1
afford	4
afkers	1
afoot	1
afpb	1
afraid	33
after	1358
afterall	10
afterall]	1
afternoon	1
afterward	1
afterwards	3
ag	25
ag2	2
ag4	2
ag4>?	1
aga	1
again	315
again-again	1
again....i'm	1
again/	1
again:(	1
again:(]	1
against	23
agani	1
agb4	1
agd	4
age	1
agendas	1
ages	5
aggressive	27
aggressively	2
aggressiveness	1
agi	1
agm	1
ago	14
agr	1
agree	27
agree).	1
agreed	17
agreement	4
agreements	1
agrees	1
agressive	2
agressively	2
agy	2
agyk	1
ah	332
aha	8
ahaaahhhh	1
ahah	2
ahaha	1
ahahahaha	1
ahead	44
ahh	15
ahhh	41
ahhhh	27
ahhhhh	15
ahhhhhh	5
ahhhhhhh	3
ahhhhhhhh	4
ahhhhhhhhhh	1
ahhhhhhhhhhhhhh	3
ahhhhhhhhhhhhhhhh	1
ahhhhhhhhhhhhhhhhh	1
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh	1
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh	1
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh	1
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh	1
ahming	4
ahve	1
ai	3
aib	1
aight	4
aim	1
aimed	1
aiming	1
aims	1
ain't	8
air	2
aj	3
ajknflnsbihfkjoanjnsdonblfwuobjsnf	1
ak	9
aka	3
akg	2
aktions	1
aky	1
al	1
al-quaeda	1
alas	1
albeit	1
alc	1
alert	1
alice	2
aligned	1
alike	2
alive	7
all	422
all-in	1
allergic	1
alles	1
allison	1
alll	1
allow	22
allowable	5
allowed	87
allowing	5
allows	7
almost	183
almst	1
alone	6
along	11
alphabet	1
alphabeta	1
already	232
alreday	1
alredy	1
alright	9
alright)	1
alright:	1
alrighty	7
also	520
alt	1
alternating	1
alternative	3
alternatively	5
alternatives	1
alternatives:	1
altho	18
although	32
altrenative	1
alttabbed	1
aluap	20
aluap's	1
alv1nn	1
alvin	1
always	151
am	437
am..i	1
amazeballs	1
amazing	24
amb	144
amb-self	1
ambg	1
ambi	27
ambig	594
ambig)	1
ambig-cancel	1
ambig-canceled	1
ambig..didn't	1
ambig/	1
ambig/clandestine	1
ambig?)	1
ambigious	3
ambiguity	1
ambiguous	132
ambiguous)	1
ambiguous?)	2
ambition	1
ambitious	8
amen	2
amenable	1
american	1
amib	1
amid	1
amiright	1
amirite	2
amkes	1
amount	1
amounts	1
amy	36
amy's	1
an	428
an5	1
anad	1
anb	1
anchor	3
and	1528
and/but	1
and/or	4
anda	1
ander	1
andor	1
andrew	9
andrew's	3
angel	1
angry	3
angst	1
angy	1
ani	3
anime's	1
animex	10
animex'	1
animex's	1
anna	3
annot	1
annoying	10
anotehr	1
another	285
anser	2
answer	13
answer:	3
answers	4
anti	24
anti's	1
anti-spook	1
anticipating	1
anticlimatic	1
anus	1
anxiety	77
anxiety/discard	1
anxious	4
anxiously	1
any	440
any)	1
any-ish	1
any1	13
any1/p2	1
any1/u1	1
any2	24
any3	2
any4	3
any5	39
any5s	1
anya	2
anybody	1
anyc	19
anyd	3
anyi	10
anyi/y1	1
anym	4
anymore	148
anymore)	2
anymore:	1
anymore;	1
anyn	2
anyo	4
anyone	14
anyone'll	1
anything	164
anything]	1
anytone	1
anyway	162
anyway)	4
anyway).	1
anyway...could	1
anyways	13
anywhere	6
anywhere)	1
anyy	1
ao	2
ap	5
apart	1
aply	1
apologies	5
apologize	3
apparent	4
apparently	96
apparently>>>	1
appealing	1
appear	2
appears	2
applicable	2
applied	3
applies	15
apply	28
appreciate	5
appreciated	2
appro	1
approach	1
appropriate	1
approve	3
apr	1
aq	1
aqua	13
aqua's	2
aqua/duke?	1
aquare	1
ar	24
ar4	1
ar5	1
arbitrary	5
arcee's	1
archor	1
are	679
aren'	1
aren't	34
aren't...	2
"aren\""t"	1
arent	4
arf	1
arg	20
argh	1
argi	1
arguably	10
argue	5
argument	1
arithmetic	1
arnino	4
aroma	1
aronud	1
around	35
art	4
artifical	1
artificial	5
ary	4
as	3270
as...b2?	1
as...b3	1
as...g4?	1
as...hmmm	1
as...m2	1
as...p2?	1
as...p4?	1
as...r1?	1
as...r2?	1
as...uh...	1
as...y3	1
asa	13
asa's	5
asael	4
asaelr	40
asaelr's	5
asap	19
asap))	1
asb1	1
asd	19
asd's	4
asd's?	1
asda	2
asda's	1
asdasfasfasdas	1
asdda	1
asdsa	1
ashamed	1
ask	14
asked	5
asking	12
asks	1
asleep	2
aslkjdeflkajwesdklfjaerwklf	1
asother	1
ass	15
assassenation	1
assassination	1
assholes	1
assigned	4
associated	1
assume	440
assume)	1
assumed	70
assumed)	1
assumes	57
assumes...i	1
assuming	79
assumption	4
assumption:	1
assumptions	1
assure	1
assuredly	2
assymetric	8
assynetric	1
astounded	1
astronomical	1
asume	3
asym	6
asym)	4
asymmetric	2
async	24
asynchronous	2
asynchronously	1
at	757
at)	1
atleast	1
atm	19
atrocious	2
atrociously	1
attack	3
attempt	83
attempte	1
attempted	201
attempting	1
attention	27
attmepted	1
audacity	1
auto	4
auto-invert?	1
autofix	1
automatically	5
autopiloting	1
autoplays	1
auxilary	1
auxiliary	1
available	76
available;	1
availalbe	1
avan	16
avan'd	1
avander	16
avander's	1
avander)	1
avanderwalde	4
ave	1
ave:	1
avenue	1
average	3
averse	1
avoid	43
avoid;	1
avoidable	4
avoidance	8
avoided	7
avoided)	2
avoiding	14
avoids	4
aw	9
await	4
awake	5
aware	5
away	109
awe	1
awefully	3
awesome	21
awesome:	1
awful	8
awful)	2
awfully	5
awhile	4
awkward	16
awkward-1	1
awkwardness	1
aww	13
awww	5
awwwww	1
ay	19
ay(i?)	1
ay1	1
ay2	2
ay4	1
ay5	2
ayayaya	1
ayb	1
ayb4	1
aybg	2
ayed	1
ayg	1
aygb	1
ayy	2
ayyy	3
ayyyyyyyy	1
azul	1
b	4798
b!2	1
b&r-->	1
b&r1	1
b's	2
b(/r)	1
b(1)2m1(2)	1
b(3)4	2
b(4)5	2
b(g)	1
b(k)	1
b(m)1	1
b(r)2	1
b(rp)	1
b(ry)4	1
b(t)k	1
b(y)	2
b)	14
b+p??	1
b-->	3
b->	1
b-ish	1
b....3?	1
b...oh	1
b/2	3
b/3	2
b/4	1
b/5	1
b/8cs	1
b/a	2
b/a5	1
b/a?	1
b/bluff	1
b/g	43
b/g/2/4	1
b/g/i	4
b/g/k	1
b/g/p	2
b/g/y	2
b/g2	6
b/g3	4
b/g3->	2
b/g4	3
b/g5	1
b/g?	4
b/i	6
b/i...	1
b/i/a	1
b/i/y	1
b/i1?	1
b/i3	7
b/i4	2
b/i?	2
b/invalid	1
b/k	9
b/k4	1
b/k5	1
b/kt	1
b/l	1
b/l/r	1
b/m	17
b/m/i	1
b/m1	10
b/m2	4
b/m3	4
b/m4	1
b/m5	6
b/n	1
b/o	2
b/o1	2
b/o3	1
b/o4	2
b/o5	1
b/p	13
b/p/g	1
b/p/r	1
b/p/y	1
b/p2	2
b/p3	2
b/p4	2
b/p?	6
b/pink	1
b/pink/prism	1
b/playable	1
b/r	33
b/r/a	1
b/r/g4	1
b/r/k	1
b/r/o2	1
b/r/w	1
b/r2	7
b/r3	4
b/r4	4
b/r???	1
b/t	1
b/w	5
b/w/k3	1
b/w3	1
b/y	20
b/y/g	1
b/y/g4	1
b/y/r	2
b/y2	1
b/y3	1
b/y4	4
b/y5	1
b/y?	1
b0	11
b0/	1
b015	1
b015i4	1
b05	1
b1	4171
b1's	2
b1(i4	1
b1(m3)	1
b1)	7
b1+	1
b1+2+3	1
b1+[r4]	1
b1+b2	4
b1+r1	1
b1+r1?	1
b1+r2?	1
b1+y1	1
b1---	3
b1----	1
b1---->	8
b1---r2----	1
b1-->	5
b1->	7
b1->b2?	1
b1-b2	1
b1/	21
b1/(o3)	1
b1/2	1
b1/2/3?	1
b1/3?	1
b1/5->	1
b1/b2	1
b1/b2/m1	1
b1/b5	2
b1/c1	2
b1/c4	1
b1/dupe	1
b1/g1	1
b1/g2	2
b1/i3	2
b1/i4	2
b1/m1	10
b1/m2	18
b1/m2...	1
b1/m3	9
b1/m4	2
b1/m5	3
b1/o1	4
b1/o1...	1
b1/o2	2
b1/o4	1
b1/p2	1
b1/p4	1
b1/prism4	1
b1/r1	1
b1/r1/p1	1
b1/r3	1
b1/s	2
b1/s?	1
b1/y3	2
b1/y4	1
b10	5
b12	19
b123	5
b1234	1
b123i3	1
b124	1
b125	1
b12m12	1
b12m2	1
b13	8
b134	2
b13m3	1
b14	10
b15	11
b15s	9
b15sm24	1
b17	4
b1>	22
b1?)	3
b1?>	2
b1?\	1
b1[gd]	1
b1]	1
b1b2	1
b1b3	1
b1b4m2	1
b1e	36
b1e->	1
b1e>	2
b1i1	2
b1i2	1
b1i3	1
b1i4	5
b1m1	11
b1m12	1
b1m1i2	1
b1m2	16
b1m2u1	1
b1m2u2	1
b1m3	7
b1m4	4
b1m5	1
b1n3	1
b1o	1
b1o1	1
b1o1o2m1	1
b1o2	4
b1o3	3
b1o34	1
b1o4	1
b1p2	1
b1s	9
b1u1	1
b1y1	2
b1y2	1
b1y4	2
b2	7996
b2's	2
b2(3)	2
b2(45)	1
b2(?)	1
b2(o3)	1
b2)	11
b2+	2
b2+3?	2
b2+4	1
b2+b3	2
b2+b3?	1
b2+g2	1
b2+g3	1
b2+g3?	1
b2-	1
b2---	7
b2----	3
b2----->	2
b2---->elim	2
b2----?	1
b2---?	2
b2-->	4
b2->	20
b2...>>>	1
b2.b3	1
b2/	56
b2/!b3	1
b2/1	2
b2/3	21
b2/3)	1
b2/3...	1
b2/3/5	1
b2/3?	4
b2/4	6
b2/4/5	1
b2/4?	1
b2/5	3
b2/a2	1
b2/any1	1
b2/b3	6
b2/b4	2
b2/b5	1
b2/g1	1
b2/g2	3
b2/g2/y3	1
b2/g3??	1
b2/i->	1
b2/i1	4
b2/i2	2
b2/i3	6
b2/i4	8
b2/i4(?)	1
b2/i4?	1
b2/i5	1
b2/k4	1
b2/m1	7
b2/m1/d1	1
b2/m2	13
b2/m2/g2	1
b2/m2/m3	1
b2/m2/o4	1
b2/m3	4
b2/m3/i4	1
b2/m4	4
b2/m5	2
b2/matching	1
b2/n2	1
b2/o1	5
b2/o1/m1	1
b2/o2	1
b2/o3	2
b2/o4	2
b2/o5	1
b2/p2?	1
b2/p3	2
b2/p4	1
b2/r1	2
b2/r1/y1	1
b2/r2	3
b2/r4	1
b2/trash	1
b2/y2	1
b2/y5	1
b21	3
b23	351
b23/	1
b23/m23	2
b23/m234	1
b23/m3	1
b23/m4	1
b234	25
b234/i4	1
b2345	10
b2345m12345	1
b235	6
b2354	1
b23c234	1
b23i3	1
b23i3m3	1
b23i4	4
b23m2	3
b23m23	3
b23m234	1
b23m23o23	1
b23m3	3
b23m4	1
b23o23	2
b23o5	1
b23p3	1
b24	67
b24/m2	1
b245	4
b24i4	1
b25	12
b2:	1
b2;	1
b2;;	1
b2<<<	1
b2=>	1
b2>	41
b2>>>	5
b2>>>>	2
b2>>>>>>	1
b2>?	6
b2?)	3
b2?->	1
b2?>	7
b2?>>>>	1
b2?nvm	1
b2]	5
b2]?	1
b2][f]	1
b2b3	4
b2b3i3	1
b2b4	2
b2e	175
b2e---	1
b2e---------------------	1
b2e->	14
b2e>	3
b2e>?	1
b2f	1
b2g2e	2
b2g2r1	1
b2g3r2	1
b2g4	1
b2i4	4
b2i5	1
b2k1	1
b2k2	1
b2m1	11
b2m1u1	1
b2m2	8
b2m3	7
b2m34	2
b2m4	2
b2m5	3
b2n1	1
b2n4	1
b2o1	2
b2o2	3
b2o3	3
b2o4	1
b2p1	1
b2p2	1
b2p3	2
b2r1g3->?	1
b2r2	2
b2r2g4	1
b2r3	1
b2r3g2	1
b2s	3
b2s>	1
b2se	2
b2u2	1
b2w2	1
b2y2rgkm1	1
b2y3	1
b3	8491
b3!y	1
b3's	2
b3(/m5)	1
b3(4)5	1
b3(b2)	1
b3)	4
b3+4	3
b3+b4	1
b3+b4?>	1
b3+g2	2
b3---	10
b3----	1
b3----->	2
b3---->elim	4
b3--->	1
b3---?	2
b3-->	1
b3->	17
b3.g3	1
b3/	61
b3/1	1
b3/1s	1
b3/4	15
b3/4/5	4
b3/4?	2
b3/5	4
b3/5?	1
b3/5s?	1
b3/a3	3
b3/any	1
b3/any1	1
b3/b15s	1
b3/b4	3
b3/b4/m2	1
b3/b4?	3
b3/c5	1
b3/dped	1
b3/g1	1
b3/g3	2
b3/g3?	1
b3/g4	1
b3/i3	4
b3/i3/m234	1
b3/i4	10
b3/i4?	1
b3/m0	1
b3/m1	6
b3/m2	6
b3/m3	10
b3/m3/i4	1
b3/m34	1
b3/m3??	1
b3/m4	2
b3/m4?	1
b3/m5	3
b3/n2	1
b3/o1	1
b3/o2	2
b3/o3	2
b3/o4	2
b3/p1	1
b3/p3	1
b3/p3/(r3?	1
b3/p4?	1
b3/p5	1
b3/playable	4
b3/r1	1
b3/r4/a2	1
b3/r5	2
b3/w3	1
b3/y3	2
b3/y3/r2	1
b3/y5/p5	1
b32	1
b34	162
b34/	1
b34/g4	1
b34/m	1
b34/m3	1
b34/m4	1
b345	32
b34]	1
b34i4	2
b35	40
b35m345	1
b3:	2
b3;	4
b3>	36
b3>>	1
b3>>>	3
b3>?	5
b3?)	2
b3?>	1
b3?>>>	1
b3???)	1
b3?m4?	1
b3[f]	1
b3]	9
b3]?	2
b3][f]	1
b3b4	2
b3b4m4	1
b3e	99
b3e---	1
b3e-----	1
b3e->	1
b3e>	3
b3e?>	1
b3f	2
b3g3	2
b3g3t4	1
b3g4r3	1
b3g4w1	1
b3i3	3
b3i4	7
b3m1	7
b3m2	7
b3m23	1
b3m234	1
b3m3	7
b3m4	6
b3m5	1
b3nmol	1
b3o1	1
b3o2	1
b3o23	1
b3o4	2
b3p3	2
b3p4	1
b3r3	1
b3s	2
b3sn	5
b3y3	3
b3y3r3	1
b4	7515
b4'	1
b4's	2
b4(	1
b4(??)	1
b4(b2)	1
b4)	7
b4*	1
b4+	1
b4+5?	2
b4+b3	1
b4+g3	1
b4+sap4	1
b4---	9
b4----	1
b4---->	1
b4---?	2
b4-->	1
b4->	8
b4->?	3
b4/	45
b4/!crit	2
b4/2	1
b4/3	2
b4/5	10
b4/a4	1
b4/b2	1
b4/crit	1
b4/drop[cm]	1
b4/g4	1
b4/i2	1
b4/i4	7
b4/k4	1
b4/kt	2
b4/m1?	1
b4/m2	2
b4/m2345	1
b4/m2?	1
b4/m3	2
b4/m35	1
b4/m4	7
b4/m4?	1
b4/m5	2
b4/n3	1
b4/n4	1
b4/o	1
b4/o3	4
b4/o5	1
b4/p1?	1
b4/p3g2y2r2	1
b4/playable	5
b4/r1?	1
b4/r2	1
b4/r2?	1
b4/r4	5
b4/r4?	1
b4/self	1
b4/si2	1
b4/w4	1
b4/y2	2
b4/y4	2
b42	2
b43	2
b432	1
b45	115
b45/g5?	1
b45/m3	1
b45/playable	1
b45/ry2	1
b45/ryg3	1
b45e	1
b4>	38
b4>?	2
b4>r3	1
b4?)	2
b4?:p	1
b4?>	6
b4?g4	1
b4]	16
b4b5	1
b4e	112
b4e-	1
b4e---?	1
b4e->	21
b4e->?	1
b4e>	4
b4e>?	2
b4elegiggle	1
b4f	1
b4g2r3	1
b4g3	1
b4g4	3
b4i2	2
b4i4	6
b4i5	2
b4ifscream	1
b4k4	1
b4likely	1
b4m1	1
b4m1(g1)	1
b4m2	2
b4m24	1
b4m3	4
b4m4	4
b4m45	1
b4m5	3
b4o1	1
b4o2	1
b4o2m2	1
b4o3b1	1
b4p2	1
b4p3	2
b4p4	5
b4p4g5	1
b4pf	1
b4r3	1
b4r3g5	1
b4r4	1
b4r4)	1
b4r4e	4
b4r5	1
b4s	7
b4then	1
b5	3396
b5's	3
b5(2)	1
b5(g4)	1
b5)	2
b5+3	1
b5+m5->	5
b5+r5>	1
b5---	5
b5----	2
b5---->	4
b5--->	1
b5-->	4
b5->	14
b5->?	1
b5...?>>>>>	1
b5/	18
b5/3	1
b5/4	1
b5/4?	2
b5/a5	1
b5/bs	1
b5/crit	1
b5/grp4	1
b5/i4	3
b5/k4	1
b5/kt	1
b5/m1	3
b5/m3	1
b5/m4	1
b5/m5	1
b5/m5/u3	1
b5/m5/u5	1
b5/n1	1
b5/n3?	1
b5/n5	1
b5/not	1
b5/o1	1
b5/o234	1
b5/o5	1
b5/p4	1
b5/r5	1
b5/s?	1
b5/sfb	1
b5/u45	1
b5/y3	1
b50	1
b50r3	1
b57	3
b5:	1
b5;	2
b5=>	2
b5>	41
b5>>>	5
b5>?	2
b5?>	4
b5???>>>	1
b5[fixme]	1
b5]	14
b5];	1
b5e	114
b5e->	4
b5e>	5
b5e?>	1
b5g5	1
b5i3	1
b5i4	3
b5m1	2
b5m2	1
b5m2345	1
b5m2o1	1
b5m3	2
b5m34	1
b5m45	1
b5m5	5
b5o2	1
b5s	4
b7	10
b:	7
b:color	1
b;	1
b>	1
b>g	1
b?)	2
b?^^	1
b?g	1
b@	1
b[2]?	1
b[4]?	1
b[cm]	865
b[cm]?	10
b[cm]???	1
b[cm]????	1
b[f]	1
b]	26
b`?	1
ba	15
ba3	3
ba4	3
ba4?---b4?	1
baaaaad	1
baaaad	1
babes	1
baby	4
back	160
back)	1
back*	1
back-and-back-again	1
back....that's	1
back:	1
backbreaker	1
backfire	2
backfired	3
backward	2
bad	1493
bad)	3
bad-cm-ejection	2
bad-touch	1
bad/unnecssary	1
bad:	2
bad;	1
badly	11
badtouch	5
baffled	1
bag	5
bail	1
balanced	1
ball	1
balls	8
ballsy	6
ballz	1
bam	1
bamboozled	2
ban	1
banana	1
bananners	1
bandaid	1
banjo	3
bank	3
banking	14
banned	2
baout	1
bar	2
barely	1
barrel	1
barry	1
based	44
baseline	1
basic	1
basically	43
basking	1
bastard	6
basterd	1
baton	136
batoned	3
batton	3
bay	1
bb	5
bb2	1
bbbbby	1
bc	1694
bcannon	4
bcm	14
bcme	40
bcme'd	1
bcme'ing	1
bcme+tp?	1
bcme/slot2	1
bcme/utd	1
bcmes	1
bco	11
bcuz	1
bd	13
be	5720
be!w	1
be)	1
be...like	1
be3	1
be:	2
bear	2
beast	1
beats	1
beautiful	14
beauty	1
beaver	1
bec	2
became	7
because	666
become	19
becomes	13
becoming	1
becuase	1
bed	3
bedtime	3
beefed	1
beejay	1
been	364
befoer	2
before	219
beforehand	1
befori	1
beg	1
began	2
begging	3
begin	3
beginner	6
beginning	7
begins	4
begs	1
behave	1
behavior	1
behbeh	1
behind	27
being	206
belieeeeeeve	1
belieeeeeve	1
belieeeeve	1
belieeeve	1
belief	3
believable	2
believe	204
believed	2
believeing	1
believer	1
believes	56
believing	6
believs	1
belives	2
bell	2
beloved	1
below	2
ben	1
bending	1
beneficial	1
benefit	4
ber	1
berak	1
beri	8
beri2	1
berrt	1
berry	9
beside	1
besides	2
best	82
bet	68
bet's	1
betcha	2
betrayed	1
bets	3
better	830
better)	4
better-->	1
better:	1
better;;	1
better][f]	1
betting	5
between	18
beurk	1
beware	1
bewildered	1
beyond	5
bf	4
bg	119
bg1	4
bg2	7
bg3	13
bg34	1
bg4	18
bg5	3
bg[4]	1
bg[y?]	1
bga	7
bgb2	1
bgi	4
bgk	1
bgm	3
bgp	3
bgr	7
bgr3	2
bgr4	1
bgy	5
bgy3	2
bgya	1
bgyr1	1
bi	53
bi(y)	1
bi1	1
bi2	5
bi3	5
bi4	16
bi4b2	1
bi5	2
bi[2]	1
bia1	1
bias	1
biblethump	1
bidniss	1
bie	1
big	88
bigbrain	1
bigg	1
biggest	3
biggg	1
biggie	1
bigtime	1
bigus	1
biiiiig	1
billion	2
bim	3
bin	1
bingo	2
bip	1
bipbip	1
bir	2
bis	2
bit	113
bit)	1
bitch	12
bite	5
biting	2
biy	1
biyk4	1
bizarre	10
bizarrely	4
bj	41
bj's	3
bjnh	6
bk	22
bk12	1
bk1i2	1
bk2	3
bk3	2
bk4	2
bk5	4
bkg	2
bkp	1
bkw	1
bkw4	1
bky	1
blaaaaze	1
blacj	1
black	265
black)	2
black-->	1
black3/4	1
blacks	6
blacks!)	1
blame	18
blamed	1
blanked	1
blast	6
blast!)	1
blatant	3
blatantly	1
blaze	159
blaze)	3
blaze-o-clock	1
blaze;;	1
blazeable	1
blazed	12
blazed...but	1
blazes	1
blazing	3
bleh	44
bless	2
bleuf	3
blew	1
blind	146
blind-card	1
blind-card?	1
blind-play	30
blind-play.	1
blind-play?	3
blind-played	10
blind-playing	1
blind-playing?	1
blind-plays	9
blind-plays??	1
blinddiscard	1
blindkill	3
blindplay	85
blindplayed	5
blindplaying	6
blindplays	22
blink	1
bllaaaaaaaaze	1
blocage	1
block	3
blocked	38
blocked)	2
blocked/bad	1
blocker	15
blockers	1
blocking	284
blocking-3	1
blocking...but	1
blocknig	1
blocks	2
bloo	8
bloo[f]	1
blood	1
bloodbath	1
bloof	4
bloofed	1
blook	4
bloooooooo	1
blooper	1
blorf	1
blowing	1
blown	3
blows	1
blucker	1
blue	1297
blue's	2
blue)	11
blue+5fix?	1
blue-clued	1
blue/4	2
blue/o	1
blue/red?	1
blue;	1
blueberry	2
bluenovember	1
blues	29
bluest	1
bluf	1
bluf[f]	1
bluf[f]?	1
bluff	2343
bluff'	1
bluff'd	5
bluff'd?	1
bluff)	14
bluff-->	4
bluff....jeez	1
bluff/	2
bluff/4b	1
bluff/5ce	1
bluff/elim...	1
bluff/f...	1
bluff/finesse	4
bluff/positional	1
bluff:	3
bluff;	4
bluff>	1
bluff?!?!/	1
bluff?)	1
bluff?;	1
bluff?g	1
bluff]	1
bluffable	2
bluffable)	1
bluffed	163
bluffed:	5
bluffed;	1
bluffing	32
bluffing)	1
bluffme	1
bluffs	73
bluffs'	1
bluffs...right?	1
blufftarget	1
blunder	19
blundered	4
blunders	1
bluuuuuue	1
bluuuuuuuuuuue	1
blyat	1
blyue	1
bm	47
bm0	1
bm1	47
bm2	25
bm23	18
bm24	2
bm2b4	1
bm3	15
bm3/	1
bm34	1
bm4	9
bm5	27
bm[1]	1
bm[5]	1
bma	2
bmi	1
bmi3	1
bmp	1
bmw4	1
bmx	1
bn	1
bn1r2g23	1
bni	1
bnk	1
bnlacks	1
bnnonoooooooooo	1
bnsk	1
bo	9
bo1	9
bo2	3
bo23	2
bo24	2
bo3	5
bo5	3
boa	1
board	12
bob	12
boba	16
boba's	1
bode	3
boi	4
bold	37
boldclue	1
boldness	1
bom	3
bomb	1869
bomb)	5
bomb*	1
bomb-->	2
bomb-no-dda	1
bomb-saving	1
